Scenario,Distance_m,Water_Depth_m,Flow_Rate_m3s,Flow_Error_pct
高水位[U+FF08]回水[U+FF09],425.0,0.8928353006254774,0.9888464475586186,90.11153552441382
高水位[U+FF08]回水[U+FF09],430.0,0.8934553279647479,0.9888563399870236,90.11143660012976
高水位[U+FF08]回水[U+FF09],435.0,0.8940871385154596,0.9888664260838528,90.11133573916148
高水位[U+FF08]回水[U+FF09],440.0,0.8947309111392087,0.9888767078195423,90.11123292180457
高水位[U+FF08]回水[U+FF09],445.0,0.8953868257647544,0.9888871871242376,90.11112812875763
高水位[U+FF08]回水[U+FF09],450.0,0.8960550633328523,0.9888978658852589,90.1110213411474
高水位[U+FF08]回水[U+FF09],455.0,0.8967358057388581,0.988908745944531,90.1109125405547
高水位[U+FF08]回水[U+FF09],460.0,0.8974292357731032,0.9889198290959935,90.11080170904006
高水位[U+FF08]回水[U+FF09],465.0,0.8981355370590428,0.9889311170829853,90.11068882917014
高水位[U+FF08]回水[U+FF09],470.0,0.8988548939891823,0.9889426115956194,90.1105738840438
高水位[U+FF08]回水[U+FF09],475.0,0.899587491658794,0.9889543142681474,90.11045685731854
高水位[U+FF08]回水[U+FF09],480.0,0.9003335157974403,0.9889662266763134,90.11033773323686
高水位[U+FF08]回水[U+FF09],485.0,0.9010931526983154,0.9889783503347116,90.11021649665288
高水位[U+FF08]回水[U+FF09],490.0,0.9018665891454415,0.9889906866941462,90.11009313305853
高水位[U+FF08]回水[U+FF09],495.0,0.9026540123387374,0.9890032371389966,90.10996762861004
高水位[U+FF08]回水[U+FF09],500.0,0.9034556098169982,0.9890160029845955,90.10983997015404
高水位[U+FF08]回水[U+FF09],505.0,0.9042715693788222,0.9890289854746234,90.10971014525376
高水位[U+FF08]回水[U+FF09],510.0,0.9051020790015277,0.9890421857785271,90.10957814221474
高水位[U+FF08]回水[U+FF09],515.0,0.9059473267581101,0.9890556049889585,90.10944395011042
高水位[U+FF08]回水[U+FF09],520.0,0.9068075007322878,0.9890692441192507,90.1093075588075
高水位[U+FF08]回水[U+FF09],525.0,0.9076827889316975,0.9890831041009244,90.10916895899076
高水位[U+FF08]回水[U+FF09],530.0,0.9085733791993011,0.989097185781241,90.1090281421876
高水位[U+FF08]回水[U+FF09],535.0,0.9094794591230706,0.9891114899208001,90.10888510079201
高水位[U+FF08]回水[U+FF09],540.0,0.910401215944023,0.9891260171911891,90.1087398280881
高水位[U+FF08]回水[U+FF09],545.0,0.9113388364626894,0.9891407681726927,90.10859231827307
高水位[U+FF08]回水[U+FF09],550.0,0.9122925069440901,0.9891557433520667,90.10844256647934
高水位[U+FF08]回水[U+FF09],555.0,0.9132624130213113,0.98917094312038,90.1082905687962
高水位[U+FF08]回水[U+FF09],560.0,0.9142487395977733,0.9891863677709359,90.10813632229065
高水位[U+FF08]回水[U+FF09],565.0,0.9152516707482904,0.9892020174972704,90.1079798250273
高水位[U+FF08]回水[U+FF09],570.0,0.9162713896190166,0.9892178923912424,90.10782107608757
高水位[U+FF08]回水[U+FF09],575.0,0.917308078326393,0.9892339924412132,90.10766007558786
高水位[U+FF08]回水[U+FF09],580.0,0.9183619178552043,0.9892503175303277,90.10749682469672
高水位[U+FF08]回水[U+FF09],585.0,0.9194330879558561,0.9892668674348998,90.107331325651
高水位[U+FF08]回水[U+FF09],590.0,0.9205217670410004,0.9892836418229003,90.10716358177099
高水位[U+FF08]回水[U+FF09],595.0,0.9216281320816253,0.9893006402525656,90.10699359747434
高水位[U+FF08]回水[U+FF09],600.0,0.9227523585027415,0.9893178621711225,90.10682137828879
高水位[U+FF08]回水[U+FF09],605.0,0.9238946200787943,0.9893353069136313,90.10664693086369
高水位[U+FF08]回水[U+FF09],610.0,0.9250550888289374,0.9893529737019597,90.1064702629804
高水位[U+FF08]回水[U+FF09],615.0,0.9262339349123015,0.9893708616438818,90.10629138356117
高水位[U+FF08]回水[U+FF09],620.0,0.9274313265234033,0.9893889697323099,90.1061103026769
高水位[U+FF08]回水[U+FF09],625.0,0.9286474297878344,0.9894072968446628,90.10592703155338
高水位[U+FF08]回水[U+FF09],630.0,0.9298824086583737,0.9894258417423668,90.10574158257633
高水位[U+FF08]回水[U+FF09],635.0,0.9311364248116736,0.9894446030704974,90.10555396929503
高水位[U+FF08]回水[U+FF09],640.0,0.9324096375456641,0.9894635793575598,90.1053642064244
高水位[U+FF08]回水[U+FF09],645.0,0.9337022036778259,0.989482769015408,90.10517230984591
高水位[U+FF08]回水[U+FF09],650.0,0.9350142774444818,0.9895021703393059,90.10497829660696
高水位[U+FF08]回水[U+FF09],655.0,0.9363460104012552,0.9895217815081295,90.1047821849187
高水位[U+FF08]回水[U+FF09],660.0,0.9376975513248469,0.9895416005847092,90.1045839941529
高水位[U+FF08]回水[U+FF09],665.0,0.9390690461162792,0.9895616255163088,90.10438374483691
高水位[U+FF08]回水[U+FF09],670.0,0.9404606377057539,0.9895818541352507,90.10418145864749
高水位[U+FF08]回水[U+FF09],675.0,0.9418724659592741,0.9896022841596716,90.10397715840328
高水位[U+FF08]回水[U+FF09],680.0,0.9433046675871718,0.9896229131944221,90.10377086805578
高水位[U+FF08]回水[U+FF09],685.0,0.9447573760546853,0.9896437387320962,90.10356261267903
高水位[U+FF08]回水[U+FF09],690.0,0.9462307214947291,0.9896647581541992,90.10335241845802
高水位[U+FF08]回水[U+FF09],695.0,0.9477248306229875,0.9896859687324464,90.10314031267554
高水位[U+FF08]回水[U+FF09],700.0,0.9492398266554731,0.9897073676301947,90.10292632369806
高水位[U+FF08]回水[U+FF09],705.0,0.9507758292286724,0.9897289519039968,90.10271048096004
高水位[U+FF08]回水[U+FF09],710.0,0.9523329543224117,0.9897507185052923,90.10249281494708
高水位[U+FF08]回水[U+FF09],715.0,0.9539113141855565,0.9897726642822182,90.10227335717781
高水位[U+FF08]回水[U+FF09],720.0,0.9555110172646684,0.9897947859815422,90.10205214018457
高水位[U+FF08]回水[U+FF09],725.0,0.957132168135722,0.9898170802507222,90.10182919749278
高水位[U+FF08]回水[U+FF09],730.0,0.9587748674389966,0.9898395436400803,90.1016045635992
高水位[U+FF08]回水[U+FF09],735.0,0.9604392118172306,0.9898621726050973,90.10137827394902
高水位[U+FF08]回水[U+FF09],740.0,0.9621252938571432,0.9898849635088203,90.10115036491179
高水位[U+FF08]回水[U+FF09],745.0,0.9638332020344018,0.9899079126243853,90.10092087375614
高水位[U+FF08]回水[U+FF09],750.0,0.9655630206621182,0.9899310161376468,90.10068983862354
高水位[U+FF08]回水[U+FF09],755.0,0.9673148298429466,0.9899542701499205,90.10045729850079
高水位[U+FF08]回水[U+FF09],760.0,0.9690887054248513,0.9899776706808264,90.10022329319173
高水位[U+FF08]回水[U+FF09],765.0,0.9708847189605997,0.9900012136712353,90.09998786328765
高水位[U+FF08]回水[U+FF09],770.0,0.9727029376710338,0.9900248949863164,90.09975105013683
高水位[U+FF08]回水[U+FF09],775.0,0.9745434244121665,0.9900487104186787,90.09951289581322
高水位[U+FF08]回水[U+FF09],780.0,0.9764062376461358,0.9900726556916037,90.09927344308396
高水位[U+FF08]回水[U+FF09],785.0,0.9782914314160496,0.9900967264623686,90.09903273537631
高水位[U+FF08]回水[U+FF09],790.0,0.9801990553247378,0.9901209183256532,90.09879081674347
高水位[U+FF08]回水[U+FF09],795.0,0.9821291545174339,0.9901452268170229,90.09854773182978
高水位[U+FF08]回水[U+FF09],800.0,0.9840817696683836,0.9901696474164916,90.09830352583508
高水位[U+FF08]回水[U+FF09],805.0,0.9860569369713851,0.9901941755521485,90.09805824447852
高水位[U+FF08]回水[U+FF09],810.0,0.9880546881342505,0.9902188066038532,90.09781193396147
高水位[U+FF08]回水[U+FF09],815.0,0.990075050377173,0.9902435359069873,90.09756464093013
高水位[U+FF08]回水[U+FF09],820.0,0.9921180464349767,0.9902683587562556,90.09731641243745
高水位[U+FF08]回水[U+FF09],825.0,0.9941836945632164,0.9902932704095381,90.09706729590462
高水位[U+FF08]回水[U+FF09],830.0,0.9962720085480963,0.9903182660917756,90.09681733908224
高水位[U+FF08]回水[U+FF09],835.0,0.9983829977201542,0.9903433409988925,90.09656659001108
高水位[U+FF08]回水[U+FF09],840.0,1.00051666697167,0.9903684903017412,90.0963150969826
高水位[U+FF08]回水[U+FF09],845.0,1.002673016777734,0.9903937091500655,90.09606290849933
高水位[U+FF08]回水[U+FF09],850.0,1.0048520432209171,0.9904189926764734,90.09581007323527
高水位[U+FF08]回水[U+FF09],855.0,1.0070537380194682,0.9904443360004158,90.09555663999585
高水位[U+FF08]回水[U+FF09],860.0,1.009278088558969,0.9904697342321551,90.09530265767845
高水位[U+FF08]回水[U+FF09],865.0,1.011525077927363,0.99049518247673,90.0950481752327
高水位[U+FF08]回水[U+FF09],870.0,1.0137946849532722,0.9905206758378906,90.09479324162109
高水位[U+FF08]回水[U+FF09],875.0,1.0160868842475153,0.9905462094220154,90.09453790577983
高水位[U+FF08]回水[U+FF09],880.0,1.0184016462477254,0.9905717783419876,90.09428221658013
高水位[U+FF08]回水[U+FF09],885.0,1.0207389372659754,0.9905973777210357,90.09402622278964
高水位[U+FF08]回水[U+FF09],890.0,1.0230987195393115,0.9906230026965004,90.093769973035
高水位[U+FF08]回水[U+FF09],895.0,1.0254809512830845,0.990648648423547,90.09351351576453
高水位[U+FF08]回水[U+FF09],900.0,1.027885586746871,0.9906743100790173,90.09325689920983
高水位[U+FF08]回水[U+FF09],905.0,1.0303125762729677,0.9906999828652087,90.09300017134791
高水位[U+FF08]回水[U+FF09],910.0,1.0327618663582647,0.9907256620115369,90.09274337988464
高水位[U+FF08]回水[U+FF09],915.0,1.0352333997181733,0.9907513427768009,90.092486572232
高水位[U+FF08]回水[U+FF09],920.0,1.0377271153441452,0.990777020470513,90.09222979529487
高水位[U+FF08]回水[U+FF09],925.0,1.0402429485682163,0.9908026904626932,90.09197309537306
高水位[U+FF08]回水[U+FF09],930.0,1.0427808312087459,0.9908283480168292,90.09171651983169
高水位[U+FF08]回水[U+FF09],935.0,1.0453406916525276,0.9908539882735974,90.09146011726402
高水位[U+FF08]回水[U+FF09],940.0,1.0479224542243857,0.9908796078359121,90.09120392164087
高水位[U+FF08]回水[U+FF09],945.0,1.0505260393288627,0.9909052045816538,90.09094795418345
高水位[U+FF08]回水[U+FF09],950.0,1.053151369915463,0.9909307632293989,90.09069236770601
高水位[U+FF08]回水[U+FF09],955.0,1.0557983695182673,0.9909562603083055,90.09043739691694
高水位[U+FF08]回水[U+FF09],960.0,1.0584669054931781,0.9909817932587054,90.09018206741295
高水位[U+FF08]回水[U+FF09],965.0,1.0611568193894603,0.9910075083902349,90.08992491609766
高水位[U+FF08]回水[U+FF09],970.0,1.0638684195650685,0.9910324765115586,90.08967523488442
高水位[U+FF08]回水[U+FF09],975.0,1.0666021353507,0.991055510745085,90.08944489254915
高水位[U+FF08]回水[U+FF09],980.0,1.0693543684028453,0.9910846878987499,90.0891531210125
高水位[U+FF08]回水[U+FF09],985.0,1.0721202592765888,0.991130778148624,90.08869221851376
高水位[U+FF08]回水[U+FF09],990.0,1.074929425403292,0.9911247014502867,90.08875298549712
高水位[U+FF08]回水[U+FF09],995.0,1.0778690895465912,0.9908648970788331,90.09135102921168
高水位[U+FF08]回水[U+FF09],1000.0,1.0798054821789265,0.9893561826173373,90.10643817382663
恒定均匀流,0.0,0.8607564576190444,1.0,90.0
恒定均匀流,5.0,0.8635489881824313,0.985159160452129,90.14840839547871
恒定均匀流,10.0,0.8636522130592492,0.9876096776300295,90.12390322369971
恒定均匀流,15.0,0.8640130838346253,0.9885609721540816,90.11439027845918
恒定均匀流,20.0,0.8640824485789627,0.988722147214291,90.11277852785709
恒定均匀流,25.0,0.8640263878099496,0.988405726807266,90.11594273192735
恒定均匀流,30.0,0.8639854781360641,0.9881875850502376,90.11812414949762
恒定均匀流,35.0,0.864011685929212,0.9882181603820896,90.1178183961791
恒定均匀流,40.0,0.8640608344584831,0.9883163522740789,90.11683647725921
恒定均匀流,45.0,0.8640921612209108,0.988339525066585,90.11660474933414
恒定均匀流,50.0,0.8641080179388833,0.9883067166349155,90.11693283365084
恒定均匀流,55.0,0.8641254841402093,0.9882816467581828,90.11718353241818
恒定均匀流,60.0,0.8641501071720326,0.9882810779613873,90.11718922038612
恒定均匀流,65.0,0.8641774982263734,0.9882870628254252,90.11712937174575
恒定均匀流,70.0,0.8642038366723079,0.988286173801834,90.11713826198167
恒定均匀流,75.0,0.8642293099685917,0.9882799937884096,90.1172000621159
恒定均匀流,80.0,0.8642554809592474,0.9882743327614559,90.11725667238544
恒定均匀流,85.0,0.8642829130289729,0.9882708869070107,90.1172911309299
恒定均匀流,90.0,0.8643112392501885,0.9882680785862016,90.11731921413798
恒定均匀流,95.0,0.8643401115473399,0.988264626596085,90.11735373403916
恒定均匀流,100.0,0.8643695501009403,0.9882606354046578,90.11739364595343
恒定均匀流,105.0,0.8643997136932425,0.9882566424708416,90.1174335752916
恒定均匀流,110.0,0.8644306737401616,0.9882528202232082,90.11747179776792
恒定均匀流,115.0,0.8644624138653642,0.9882490293109019,90.11750970689098
恒定均匀流,120.0,0.8644949171415991,0.9882451483292701,90.1175485167073
恒定均匀流,125.0,0.8645282007597301,0.9882411836024196,90.11758816397581
恒定均匀流,130.0,0.864562295999619,0.988237185048873,90.11762814951126
恒定均匀流,135.0,0.8645972269029677,0.9882331704304784,90.11766829569522
恒定均匀流,140.0,0.8646330095950624,0.988229127942537,90.11770872057463
恒定均匀流,145.0,0.8646696602764345,0.9882250465475542,90.11774953452445
恒定均匀流,150.0,0.8647071986544189,0.9882209269705815,90.11779073029417
恒定均匀流,155.0,0.8647456462168299,0.9882167743116745,90.11783225688326
恒定均匀流,160.0,0.8647850242301917,0.9882125908701344,90.11787409129866
恒定均匀流,165.0,0.8648253536247976,0.9882083761649976,90.11791623835002
恒定均匀流,170.0,0.8648666557327389,0.9882041297197245,90.11795870280275
恒定均匀流,175.0,0.8649089526334305,0.9881998521558855,90.11800147844114
恒定均匀流,180.0,0.8649522670140353,0.9881955445485491,90.11804455451451
恒定均匀流,185.0,0.8649966219900505,0.9881912077484268,90.11808792251573
恒定均匀流,190.0,0.8650420410979829,0.9881868423634589,90.1181315763654
恒定均匀流,195.0,0.8650885483716699,0.9881824490140914,90.11817550985907
恒定均匀流,200.0,0.8651361683852511,0.9881780284416848,90.11821971558317
恒定均匀流,205.0,0.865184926250756,0.9881735814529485,90.11826418547052
恒定均匀流,210.0,0.8652348476108012,0.9881691088563748,90.11830891143624
恒定均匀流,215.0,0.865285958647073,0.9881646114589772,90.11835388541023
恒定均匀流,220.0,0.8653382860971106,0.9881600900899989,90.11839909910002
恒定均匀流,225.0,0.8653918572684255,0.9881555456119856,90.11844454388014
恒定均匀流,230.0,0.8654467000485164,0.9881509789164491,90.11849021083552
恒定均匀流,235.0,0.8655028429144581,0.9881463909183541,90.11853609081646
恒定均匀流,240.0,0.8655603149440732,0.9881417825561244,90.11858217443877
恒定均匀流,245.0,0.8656191458280603,0.9881371547943142,90.11862845205685
恒定均匀流,250.0,0.8656793658820592,0.9881325086252182,90.11867491374781
恒定均匀流,255.0,0.8657410060584867,0.9881278450690466,90.11872154930953
恒定均匀流,260.0,0.8658040979584847,0.9881231651739665,90.11876834826033
恒定均匀流,265.0,0.8658686738441702,0.9881184700166475,90.11881529983353
恒定均匀流,270.0,0.8659347666511443,0.9881137607030711,90.11886239296929
恒定均匀流,275.0,0.8660024100011665,0.9881090383692503,90.11890961630749
恒定均匀流,280.0,0.8660716382149768,0.9881043041818061,90.11895695818193
恒定均匀流,285.0,0.8661424863253018,0.9880995593385143,90.11900440661485
恒定均匀流,290.0,0.8662149900900669,0.988094805068884,90.11905194931116
恒定均匀流,295.0,0.8662891860058103,0.9880900426347355,90.11909957365263
恒定均匀流,300.0,0.8663651113212956,0.9880852733307458,90.11914726669254
恒定均匀流,305.0,0.8664428040513233,0.9880804984849494,90.11919501515051
恒定均匀流,310.0,0.8665223029907438,0.9880757194592,90.11924280540799
恒定均匀流,315.0,0.8666036477286767,0.9880709376496001,90.11929062350401
恒定均匀流,320.0,0.8666868786629354,0.9880661544868903,90.1193384551311
恒定均匀流,325.0,0.8667720370146584,0.988061371436794,90.11938628563205
恒定均匀流,330.0,0.8668591648431447,0.9880565900003198,90.11943409999681
恒定均匀流,335.0,0.8669483050608917,0.9880518117140183,90.11948188285982
恒定均匀流,340.0,0.8670395014488339,0.9880470381502009,90.11952961849798
恒定均匀流,345.0,0.8671327986717813,0.9880422709171143,90.11957729082886
恒定均匀流,350.0,0.8672282422940484,0.9880375116590849,90.11962488340914
恒定均匀流,355.0,0.8673258787952752,0.9880327620566236,90.11967237943377
恒定均匀流,360.0,0.8674257555864301,0.9880280238265096,90.11971976173491
恒定均匀流,365.0,0.8675279210259901,0.9880232987218439,90.11976701278157
恒定均匀流,370.0,0.8676324244362937,0.9880185885320881,90.11981411467913
恒定均匀流,375.0,0.8677393161200552,0.9880138950830921,90.11986104916907
恒定均匀流,380.0,0.8678486473770358,0.9880092202371089,90.11990779762891
恒定均匀流,385.0,0.8679604705208631,0.9880045658928106,90.11995434107189
恒定均匀流,390.0,0.8680748388959912,0.9879999339853036,90.12000066014696
恒定均匀流,395.0,0.8681918068947889,0.9879953264861515,90.12004673513849
恒定均匀流,400.0,0.8683114299747555,0.987990745403404,90.12009254596596
恒定均匀流,405.0,0.8684337646758467,0.9879861927816413,90.1201380721836
恒定均匀流,410.0,0.8685588686379059,0.9879816707020312,90.12018329297969
恒定均匀流,415.0,0.868686800618196,0.9879771812823974,90.12022818717602
恒定均匀流,420.0,0.8688176205090149,0.9879727266773066,90.12027273322694
恒定均匀流,425.0,0.8689513893553902,0.9879683090781711,90.12031690921829
恒定均匀流,430.0,0.869088169372844,0.9879639307133607,90.12036069286638
恒定均匀流,435.0,0.8692280239652198,0.9879595938483298,90.1204040615167
恒定均匀流,440.0,0.8693710177425572,0.9879553007857493,90.1204469921425
恒定均匀流,445.0,0.8695172165390098,0.9879510538656476,90.12048946134354
恒定均匀流,450.0,0.8696666874307946,0.987946855465553,90.12053144534447
恒定均匀流,455.0,0.8698194987541605,0.9879427080006321,90.12057291999366
恒定均匀流,460.0,0.8699757201233688,0.9879386139238248,90.12061386076175
恒定均匀流,465.0,0.87013542244867,0.9879345757259707,90.1206542427403
恒定均匀流,470.0,0.8702986779542685,0.9879305959359205,90.1206940406408
恒定均匀流,475.0,0.8704655601962594,0.9879266771206293,90.12073322879371
恒定均匀流,480.0,0.8706361440805239,0.9879228218852333,90.12077178114767
恒定均匀流,485.0,0.8708105058805741,0.9879190328730956,90.12080967126904
恒定均匀流,490.0,0.8709887232553212,0.9879153127658331,90.12084687234166
恒定均匀流,495.0,0.8711708752667621,0.9879116642833068,90.12088335716693
恒定均匀流,500.0,0.8713570423975604,0.9879080901835845,90.12091909816415
恒定均匀流,505.0,0.8715473065685043,0.9879045932628663,90.12095406737133
恒定均匀流,510.0,0.871741751155826,0.9879011763553768,90.12098823644624
恒定均匀流,515.0,0.8719404610083568,0.9878978423332183,90.12102157666781
恒定均匀流,520.0,0.8721435224645017,0.987894594106188,90.12105405893813
恒定均匀流,525.0,0.8723510233690089,0.9878914346215543,90.12108565378446
恒定均匀流,530.0,0.8725630530895115,0.9878883668637938,90.12111633136206
恒定均匀流,535.0,0.872779702532818,0.9878853938542888,90.12114606145711
恒定均匀流,540.0,0.8730010641609266,0.9878825186509846,90.12117481349016
